model_name,bias,variance,test_mse,test_score,n_subsamples,subsample_ratio,fit_time,d_name,split_idx,n_splits,random_state,test_size
EBM_GA2M,0.2585805453847882,0.0148019414555338,0.273382486840322,-0.5228250859914153,5,0.5,396.7848534584045,california housing,0,5,42,3096
EBM_GA2M,0.262533181501904,0.0154978496713362,0.2780310311732402,-0.5272687995503184,5,0.5,429.4551515579224,california housing,1,5,42,3096
EBM_GA2M,0.2725934444120697,0.0161857330487996,0.2887791774608693,-0.537367989459286,5,0.5,429.41890931129456,california housing,2,5,42,3096
EBM_GA2M,0.2456761383556988,0.0174603727940017,0.2631365111497005,-0.5129339550939989,5,0.5,407.0166997909546,california housing,3,5,42,3096
EBM_GA2M,0.2538341830969501,0.015275853389516,0.2691100364864661,-0.5187330708315614,5,0.5,436.1928250789642,california housing,4,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_CYCLIC_RANDOM,0.0349086388074953,0.0014892894764838,0.0363979282839791,0.9930555555555556,5,0.5,205.82497024536133,breast,0,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_CYCLIC_RANDOM,0.053369658635213,0.0014277585579051,0.0547974171931181,0.981597222222222,5,0.5,275.77099990844727,breast,1,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_CYCLIC_RANDOM,0.0233972956369298,0.0013691655674443,0.0247664612043742,0.9951388888888888,5,0.5,284.8183763027191,breast,2,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_CYCLIC_RANDOM,0.0532347877683505,0.0015087939813688,0.0547435817497193,0.9811342592592592,5,0.5,239.1752958297729,breast,3,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_CYCLIC_RANDOM,0.02186793625301,0.0013600399298529,0.023227976182863,0.998726851851852,5,0.5,205.08216643333435,breast,4,5,42,86
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,18.5816618265864,3.585969242225976,22.16763106881238,-4.6998180224523285,5,0.5,402.3170964717865,concrete,0,5,42,155
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,17.544211048851956,4.650147201424398,22.19435825027634,-4.705519296176282,5,0.5,381.999263048172,concrete,1,5,42,155
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,16.540492716056114,3.0813302996039424,19.62182301566005,-4.426608340945792,5,0.5,348.1634011268616,concrete,2,5,42,155
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,21.996929721328723,5.006733026090183,27.00366274741891,-5.195316572154384,5,0.5,368.0386028289795,concrete,3,5,42,155
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,16.72028641143639,3.435648258480274,20.155934669916668,-4.487721915948709,5,0.5,372.5852093696594,concrete,4,5,42,155
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,22.30387621609915,3.97735917143048,26.28123538752963,-5.114475154916619,5,0.5,458.1939527988434,concrete,0,5,42,155
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,18.469740932783097,4.953411686146753,23.42315261892985,-4.827405823598105,5,0.5,425.3518350124359,concrete,1,5,42,155
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,16.33002174386955,3.973650054110743,20.303671797980297,-4.500830127096091,5,0.5,463.01711082458496,concrete,2,5,42,155
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,22.49271532206054,5.827183855603606,28.319899177664148,-5.320998792908104,5,0.5,504.9597218036652,concrete,3,5,42,155
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,17.04889953256901,4.099467022507717,21.148366555076727,-4.5944833953066855,5,0.5,504.19102668762207,concrete,4,5,42,155
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2057681848264442,0.0004727430332258,0.20624092785967,0.7368476752663389,5,0.5,61.64165687561035,compass,0,5,42,926
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2023665637287586,0.0006387881889319,0.2030053519176905,0.7492547211965852,5,0.5,79.01383209228516,compass,1,5,42,926
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2024079311705553,0.0006514161310996,0.2030593473016549,0.7470341713506267,5,0.5,74.13881540298462,compass,2,5,42,926
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2063645279140085,0.0005577220401984,0.206922249954207,0.7370155922955716,5,0.5,66.01804423332214,compass,3,5,42,926
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2008959796898961,0.00064842858153,0.2015444082714261,0.7506446226570401,5,0.5,80.00304245948792,compass,4,5,42,926
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2063824647587449,0.0004893409800756,0.2068718057388205,0.7357729122080855,5,0.5,105.59831047058104,compass,0,5,42,926
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2026617153702604,0.0006548251656038,0.2033165405358643,0.7484283060134992,5,0.5,116.34369325637816,compass,1,5,42,926
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2026447664598734,0.000614845252395,0.2032596117122685,0.7457971355330308,5,0.5,115.40926241874696,compass,2,5,42,926
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2069280135746106,0.0005889953221841,0.2075170088967948,0.7348274970014816,5,0.5,111.71019172668456,compass,3,5,42,926
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2020011792749824,0.0005948460956807,0.2025960253706632,0.7480087486183298,5,0.5,111.82605814933775,compass,4,5,42,926
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.1429494761178449,0.0016882951623458,0.1446377712801907,0.8190906857819165,5,0.5,219.21963095664967,support2,0,5,42,1366
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.1310627491878081,0.0014849732708775,0.1325477224586857,0.8379552712087716,5,0.5,219.46201586723328,support2,1,5,42,1366
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.1419409287963595,0.0014672806408839,0.1434082094372435,0.8053527165538956,5,0.5,228.6703040599823,support2,2,5,42,1366
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.1405684241130102,0.0015678501481549,0.1421362742611651,0.8158125097697685,5,0.5,228.74924206733704,support2,3,5,42,1366
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.14424036905074,0.0016471784586996,0.1458875475094396,0.8026891985440253,5,0.5,214.9601080417633,support2,4,5,42,1366
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.0322296016897354,0.0017405428809923,0.0339701445707277,0.9940972222222222,5,0.5,49.02391266822815,breast,0,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.0512863793960673,0.0016796548377673,0.0529660342338346,0.983101851851852,5,0.5,64.27726173400879,breast,1,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.0223766069242046,0.0016750357826223,0.0240516427068269,0.995949074074074,5,0.5,56.11347079277039,breast,2,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.0517492084170175,0.0016826668944526,0.0534318753114702,0.9829861111111112,5,0.5,62.31164741516113,breast,3,5,42,86
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.0207452694177659,0.0014530343462052,0.0221983037639712,0.9983796296296296,5,0.5,51.8105149269104,breast,4,5,42,86
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2448706944497891,0.0193808978617435,0.2642515923115327,-0.5140330320420413,5,0.5,71.8463683128357,california housing,0,5,42,3096
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.248612038760612,0.0205595209188211,0.2691715596794333,-0.518788822784766,5,0.5,74.1298463344574,california housing,1,5,42,3096
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2574588651881231,0.0207203741040908,0.278179239292214,-0.5274067063363687,5,0.5,73.46132326126099,california housing,2,5,42,3096
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2312788583894739,0.0210727488288959,0.2523516072183699,-0.5023103093299777,5,0.5,69.83572936058044,california housing,3,5,42,3096
EGB_XGB_GA2M_BEST_FIT_BEST_FIT,0.2394329466244787,0.0202980747688629,0.2597310213933416,-0.5095862193881803,5,0.5,71.76909279823303,california housing,4,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2472013147451016,0.0216675098004058,0.2688688245455075,-0.5184974664550936,5,0.5,79.72411680221558,california housing,0,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2524474516977887,0.022716580645865,0.2751640323436537,-0.5245492300588903,5,0.5,76.66189575195312,california housing,1,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2599091264150924,0.0222844670002975,0.2821935934153899,-0.5311662749614581,5,0.5,78.99675035476685,california housing,2,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2346775806479598,0.0227296166661921,0.257407197314152,-0.5073185860543302,5,0.5,74.6129310131073,california housing,3,5,42,3096
EGB_XGB_GA2M_CYCLIC_RANDOM_BEST_FIT,0.2411438115603229,0.022237900037228,0.2633817115975509,-0.5131663776553035,5,0.5,80.9394199848175,california housing,4,5,42,3096
EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.1945526793253408,0.0068158532234445,0.2013685325487853,0.776,5,0.5,9.525172472000122,heart,0,5,42,46
EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.1579449240765139,0.0094132314446998,0.1673581555212138,0.8323809523809524,5,0.5,10.039321184158323,heart,1,5,42,46
EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.1109120767490076,0.0070951350310166,0.1180072117800243,0.9196190476190476,5,0.5,8.535093545913696,heart,2,5,42,46
EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.1395437021691326,0.00715765252393,0.1467013546930627,0.8792380952380953,5,0.5,7.377358436584473,heart,3,5,42,46
EGB_XGB_GAM_BEST_FIT_BEST_FIT,0.1452775848331091,0.007840031958597,0.1531176167917061,0.8441904761904763,5,0.5,9.242292404174805,heart,4,5,42,46
EGB_XGB_GAM_RANDOM_RANDOM,0.0093474911772234,0.0008582652106836,0.010205756387907,-0.1009436703087021,5,0.5,10.159700393676758,synthetic_corr,0,5,42,150
EGB_XGB_GAM_RANDOM_RANDOM,0.0088843695572292,0.0010004620389593,0.0098848315961886,-0.0993212394139647,5,0.5,10.087822675704956,synthetic_corr,1,5,42,150
EGB_XGB_GAM_RANDOM_RANDOM,0.0087236511026127,0.0008532675797316,0.0095769186823443,-0.0978193525571009,5,0.5,12.324804306030272,synthetic_corr,2,5,42,150
EGB_XGB_GAM_RANDOM_RANDOM,0.0071271631691922,0.0007120792850905,0.0078392424542828,-0.0885012337902618,5,0.5,10.293071508407593,synthetic_corr,3,5,42,150
EGB_XGB_GAM_RANDOM_RANDOM,0.0095389439667511,0.0011485970309407,0.0106875409976918,-0.1032393481664805,5,0.5,10.278449773788452,synthetic_corr,4,5,42,150
