,param_index,SCONE_QUEUES,SCONE_SLOTS,SCONE_SSPINS,SCONE_SSLEEP,throughput,latency,failed,time,param_iter
692,194,5,1739,1928,4450,3746.019853905226,240.71155923658625,0.0,26695.0,2
693,194,5,1739,1928,4450,3978.9909279006843,222.57957130882528,0.0,25132.0,3
694,194,5,1739,1928,4450,4071.9928332926133,222.6756681348028,0.0,24558.0,0
695,194,5,1739,1928,4450,4098.528628222468,224.8271435121504,0.0,24399.0,4
696,195,7,299,1453,775,4716.313729189265,183.27791751507166,0.0,21203.0,1
697,195,7,299,1453,775,4842.380514260811,181.4995991983968,0.0,20651.0,2
698,195,7,299,1453,775,4920.775514221041,179.25079007226392,0.0,20322.0,4
699,195,7,299,1453,775,4883.289383728879,179.8170025665002,0.0,20478.0,0
700,195,7,299,1453,775,4189.183528130367,223.25901403956604,0.0,23871.0,3
701,196,3,1259,503,3225,3943.528669453427,242.05136234890495,0.0,25358.0,2
702,196,3,1259,503,3225,3619.9095022624433,257.13364855159205,0.0,27625.0,3
703,196,3,1259,503,3225,3303.600925008259,322.94028568574566,0.0,30270.0,4
704,196,3,1259,503,3225,3842.754486415863,251.835249500998,0.0,26023.0,1
705,196,3,1259,503,3225,3596.346112349853,264.63072662693395,0.0,27806.0,0
706,197,4,539,1690,1387,5298.013245033113,166.06588882641176,0.0,18875.0,2
707,197,4,539,1690,1387,5272.037115141291,165.60667188534956,0.0,18968.0,3
708,197,4,539,1690,1387,5338.1732771045745,163.1239661165941,0.0,18733.0,4
709,197,4,539,1690,1387,5432.420686657975,158.27440077086763,0.0,18408.0,1
710,197,4,539,1690,1387,4402.57110152329,233.2556244995997,0.0,22714.0,0
711,198,8,1499,740,3837,2965.335231147881,311.08658336992534,0.0,33723.0,1
712,198,8,1499,740,3837,3250.024375182814,287.2768179911722,0.0,30769.0,2
713,198,8,1499,740,3837,3263.281555932646,286.8224844968994,0.0,30644.0,0
714,198,8,1499,740,3837,3212.0258246876306,291.10744033879934,0.0,31133.0,4
715,198,8,1499,740,3837,3093.0067118245647,300.36630051314944,0.0,32331.0,3
716,199,6,1019,265,162,4612.333379456667,175.37937199911605,0.0,21681.0,1
717,199,6,1019,265,162,4832.085044696787,187.67317936038916,0.0,20695.0,3
718,199,6,1019,265,162,4264.028654272557,217.74942445899146,0.0,23452.0,0
719,199,6,1019,265,162,4974.38193304482,177.78955425302635,0.0,20103.0,2
720,199,6,1019,265,162,4759.63826749167,176.24280239953453,0.0,21010.0,4
721,200,2,1979,1215,2612,5068.680622433981,165.912462700018,0.0,19729.0,0
722,200,2,1979,1215,2612,5701.9044360816515,150.53359921438164,0.0,17538.0,1
723,200,2,1979,1215,2612,5427.113860848801,152.10513158947285,0.0,18426.0,2
724,200,2,1979,1215,2612,195.76712326085382,244.26665377923834,23807.0,510811.0,3
725,201,2,179,384,4143,4123.031252576895,222.79574638042936,0.0,24254.0,3
726,201,2,179,384,4143,4112.856790326561,235.90148067176787,0.0,24314.0,0
727,201,2,179,384,4143,3899.2435467519304,237.93166164227674,0.0,25646.0,2
728,201,2,179,384,4143,4280.27222531353,220.02832527085914,0.0,23363.0,1
729,201,2,179,384,4143,4216.029343564232,225.9180564175459,0.0,23719.0,4
730,202,6,1139,1334,1693,4471.671958145151,196.90700328341475,0.0,22363.0,1
731,202,6,1139,1334,1693,4429.678848283499,207.9638200257566,0.0,22575.0,4
732,202,6,1139,1334,1693,4518.957024718695,191.52026567438884,0.0,22129.0,2
733,202,6,1139,1334,1693,4623.208506703652,189.97724500609866,0.0,21630.0,3
734,202,6,1139,1334,1693,4318.721658389117,205.1947246237592,0.0,23155.0,0
735,203,7,659,1809,2918,4110.827920743238,218.43441475318025,0.0,24326.0,1
736,203,7,659,1809,2918,4034.37285673942,225.63342869630867,0.0,24787.0,4
737,203,7,659,1809,2918,3992.812936713915,225.56081256879816,0.0,25045.0,0
738,203,7,659,1809,2918,3944.150824327522,233.006024458099,0.0,25354.0,2
739,203,7,659,1809,2918,4098.696614476597,221.891766162201,0.0,24398.0,3
740,204,4,1619,859,468,5216.756220981793,163.96820043363044,0.0,19169.0,3
741,204,4,1619,859,468,5577.555914998048,160.75429426433917,0.0,17929.0,0
742,204,4,1619,859,468,5527.304886137519,161.5832313218679,0.0,18092.0,4
743,204,4,1619,859,468,5451.373746184038,168.67259722305704,0.0,18344.0,1
744,204,4,1619,859,468,5152.514427040395,176.93237927020192,0.0,19408.0,2
745,205,3,899,1096,4756,3998.400639744102,223.59336855164685,0.0,25010.0,1
746,205,3,899,1096,4756,3948.043744324687,211.3456903431764,0.0,25329.0,3
747,205,3,899,1096,4756,3797.0838396111785,252.8027240861292,0.0,26336.0,2
748,205,3,899,1096,4756,3918.034713787564,227.42029622818765,0.0,25523.0,4
749,205,3,899,1096,4756,4089.4777736883,218.82927559369386,0.0,24453.0,0
750,206,6,1859,146,2306,3302.073702285035,276.2554908916969,0.0,30284.0,0
751,206,6,1859,146,2306,101.04439486532803,383.25529350104824,30649.0,989664.0,2
752,206,6,1859,146,2306,3481.8941504178274,270.74616945914755,0.0,28720.0,1
753,207,5,419,621,3531,199.8233561531606,160.28672496806524,29462.0,500442.0,0
754,208,1,1379,1571,1081,5929.439667951378,143.15471231839288,0.0,16865.0,3
755,208,1,1379,1571,1081,6033.910577445242,148.83924055713885,0.0,16573.0,0
756,208,1,1379,1571,1081,5966.587112171837,144.1322915209528,0.0,16760.0,2
757,208,1,1379,1571,1081,6045.583701106342,144.14975168215315,0.0,16541.0,1
758,208,1,1379,1571,1081,5871.645822323997,146.82712856598704,0.0,17031.0,4
759,209,1,224,577,1655,5124.000819840131,184.04163501898861,0.0,19516.0,2
760,209,1,224,577,1655,5084.142559357364,184.92191471053212,0.0,19669.0,0
761,209,1,224,577,1655,5130.046683424819,179.5918289576606,0.0,19493.0,1
762,209,1,224,577,1655,5104.384666428462,184.83702617464493,0.0,19591.0,3
763,209,1,224,577,1655,5015.548199418196,183.97810204367582,0.0,19938.0,4
764,210,5,1184,1527,4105,3665.554781716213,244.0504705905962,0.0,27281.0,4
765,210,5,1184,1527,4105,3234.9896480331263,275.5363183282961,0.0,30912.0,3
766,210,5,1184,1527,4105,3230.3915234526426,290.2426976632522,0.0,30956.0,1
767,210,5,1184,1527,4105,4244.121891180715,211.03322531605056,0.0,23562.0,2
768,210,5,1184,1527,4105,3973.2994278448823,218.6394608384725,0.0,25168.0,0
769,211,6,704,1052,430,194.83113011797025,293.9902749832327,26209.0,513265.0,3
770,211,6,704,1052,430,5341.880341880342,163.79935081745225,0.0,18720.0,2
771,211,6,704,1052,430,5473.154178753215,157.26145487955898,0.0,18271.0,0
772,211,6,704,1052,430,5376.633152320017,163.63057464833759,0.0,18599.0,1
773,212,3,1664,102,2880,3834.79694750163,239.98881920371892,0.0,26077.0,2
774,212,3,1664,102,2880,3862.942789817283,239.27363850986356,0.0,25887.0,3
775,212,3,1664,102,2880,3647.5051065071493,236.43166649964925,0.0,27416.0,0
776,212,3,1664,102,2880,3811.8472211633757,241.1024186622461,0.0,26234.0,1
777,212,3,1664,102,2880,3456.9779099111556,257.39682124534755,0.0,28927.0,4
778,213,4,944,1764,2268,4772.586264496731,183.0149815734658,0.0,20953.0,4
779,213,4,944,1764,2268,4602.780079167817,194.73645883485796,0.0,21726.0,0
780,213,4,944,1764,2268,4518.344478583047,195.9831068233222,0.0,22132.0,2
781,213,4,944,1764,2268,4793.63405397632,182.35306828868124,0.0,20861.0,3
782,213,4,944,1764,2268,4705.882352941177,187.69828666945256,0.0,21250.0,1
783,214,7,1904,814,4718,3026.634382566586,299.85690157836535,0.0,33040.0,2
784,214,7,1904,814,4718,2950.2006136417276,317.66777368758005,0.0,33896.0,4
785,214,7,1904,814,4718,3030.486696163404,307.8760304121649,0.0,32998.0,1
786,214,7,1904,814,4718,2941.955223441499,310.78697345701323,0.0,33991.0,0
787,214,7,1904,814,4718,2992.220227408737,318.2259166067577,0.0,33420.0,3
788,215,5,464,339,1043,4181.650915781551,220.93465358406107,0.0,23914.0,0
789,215,5,464,339,1043,3605.8125698626186,262.4677849255496,0.0,27733.0,4
790,215,5,464,339,1043,4102.0592337353355,226.46231639778475,0.0,24378.0,3
791,215,5,464,339,1043,4050.550874918989,228.86605380182263,0.0,24688.0,2
792,215,5,464,339,1043,3829.510205644698,238.11331003494757,0.0,26113.0,1
793,216,2,1424,1289,3493,5540.16620498615,158.11775872749436,0.0,18050.0,0
794,217,2,824,221,4411,4106.438896189225,228.01927182044886,0.0,24352.0,0
795,217,2,824,221,4411,189.43161045283625,448.50123264031555,25749.0,527895.0,3
796,217,2,824,221,4411,4105.59592724884,229.60438332102436,0.0,24357.0,1
797,217,2,824,221,4411,4060.9137055837564,222.24276661884267,0.0,24625.0,2
798,218,6,1784,1171,1961,4016.548178495401,225.30851255737508,0.0,24897.0,2
799,218,6,1784,1171,1961,4329.004329004329,210.27477405101425,0.0,23100.0,1
800,218,6,1784,1171,1961,4362.811395663365,203.7122457120064,0.0,22921.0,4
801,218,6,1784,1171,1961,4253.871022630594,203.81931720225327,0.0,23508.0,3
802,218,6,1784,1171,1961,4514.061300952467,193.19896387566507,0.0,22153.0,0
803,219,8,344,1646,3186,3540.7003505293346,265.0770253929867,0.0,28243.0,3
804,219,8,344,1646,3186,3796.939666628697,236.88525611398026,0.0,26337.0,2
805,219,8,344,1646,3186,3848.670284416734,230.21916871202671,0.0,25983.0,4
806,219,8,344,1646,3186,3870.7180181923745,233.96179335675504,0.0,25835.0,0
807,219,8,344,1646,3186,3922.7993095873217,230.97637591893502,0.0,25492.0,1
808,220,4,1304,696,736,95.07538051544167,650.5567722371968,38376.0,1051797.0,1
809,220,4,1304,696,736,5047.445992327882,176.39685865964157,0.0,19812.0,0
810,221,3,584,1408,3799,180.96665146546795,526.5615175097277,24160.0,552588.0,0
811,222,7,1544,458,1349,3455.425017277125,279.84042383683874,0.0,28940.0,1
812,222,7,1544,458,1349,3573.4705546026303,264.4506288306933,0.0,27984.0,4
813,222,7,1544,458,1349,3673.094582185491,261.64962234744036,0.0,27225.0,0
814,222,7,1544,458,1349,3543.209439109946,267.04674373949916,0.0,28223.0,2
815,222,7,1544,458,1349,3598.1577432354634,267.9132697830249,0.0,27792.0,3
816,223,5,1064,933,2574,4092.8252772889127,219.87740788106467,0.0,24433.0,2
817,223,5,1064,933,2574,97.71331304804954,295.3799980822706,39651.0,1023402.0,3
818,223,5,1064,933,2574,3399.2793527772114,259.8956937799043,0.0,29418.0,1
819,223,5,1064,933,2574,4224.400135180805,215.91792422539734,0.0,23672.0,0
820,224,2,2024,1883,124,189.7396392669978,233.88186166875784,24439.0,527038.0,0
821,225,2,1004,1230,1196,6181.233774261343,136.1071271535356,0.0,16178.0,2
822,225,2,1004,1230,1196,5123.475765959627,166.92394366197183,0.0,19518.0,3
823,225,2,1004,1230,1196,5673.436968115284,140.91798767721482,0.0,17626.0,4
824,225,2,1004,1230,1196,5742.176284811943,148.179969109181,0.0,17415.0,1
825,225,2,1004,1230,1196,6156.498183833036,136.05927927927928,0.0,16243.0,0
826,226,5,1964,280,3646,2912.3951537744642,333.8454019989564,0.0,34336.0,4
827,226,5,1964,280,3646,3217.5032175032175,293.5222570282727,0.0,31080.0,1
828,226,5,1964,280,3646,3151.293606025273,297.72536170894955,0.0,31733.0,3
829,226,5,1964,280,3646,3117.3041553664393,297.479167501302,0.0,32079.0,2
830,226,5,1964,280,3646,2998.0512666766604,313.19193596798397,0.0,33355.0,0
831,227,7,524,755,2421,3671.3415081870917,252.6700950318778,0.0,27238.0,1
832,227,7,524,755,2421,3797.804868785842,242.8914084001436,0.0,26331.0,0
833,227,7,524,755,2421,3630.686562829031,252.00129551750942,0.0,27543.0,3
834,227,7,524,755,2421,3776.862937643993,240.70562866083608,0.0,26477.0,2
835,227,7,524,755,2421,3699.0456462232746,251.9810635694369,0.0,27034.0,4
836,228,4,1484,1705,4871,3907.623773983041,232.43890473246515,0.0,25591.0,4
837,228,4,1484,1705,4871,3827.751196172249,228.8093570973902,0.0,26125.0,2
838,228,4,1484,1705,4871,3853.4160533312784,237.31859272415238,0.0,25951.0,3
839,228,4,1484,1705,4871,3988.1949429688125,225.2185233290039,0.0,25074.0,1
840,228,4,1484,1705,4871,3558.465589637748,259.2394726328406,0.0,28102.0,0
841,229,4,284,517,583,4883.766360617308,190.21512615114165,0.0,20476.0,0
842,229,4,284,517,583,196.59613452680293,348.37381516587675,31425.0,508657.0,1
843,230,8,1244,1467,3033,3863.3905115129037,234.58371536774965,0.0,25884.0,0
844,230,8,1244,1467,3033,3583.7155963302753,254.70934069230307,0.0,27904.0,4
845,230,8,1244,1467,3033,3548.112404200965,253.32882665379043,0.0,28184.0,3
846,230,8,1244,1467,3033,3654.302941713868,249.06626821218708,0.0,27365.0,1
847,230,8,1244,1467,3033,3565.5708478927477,260.68026586295684,0.0,28046.0,2
848,231,6,764,1942,1808,4733.503739467954,190.42419165021045,0.0,21126.0,2
849,231,6,764,1942,1808,4703.8901171268635,192.44648832782286,0.0,21259.0,4
850,231,6,764,1942,1808,5019.828321871392,178.1166484009166,0.0,19921.0,0
851,231,6,764,1942,1808,4458.9111339011015,210.1505283458556,0.0,22427.0,3
852,231,6,764,1942,1808,4629.415304846998,191.97195365561328,0.0,21601.0,1
853,232,3,1724,992,4258,4186.027041734689,214.44962354961757,0.0,23889.0,0
854,232,3,1724,992,4258,66.89728390337623,1083.5392004153687,45982.0,1494829.0,2
855,232,3,1724,992,4258,4251.1584406750835,212.97291779258993,0.0,23523.0,1
856,233,2,404,1586,2727,65.8131577613786,623.5693497044111,43474.0,1519453.0,0
857,234,6,1364,636,277,97.35344655539167,559.4922334172963,40484.0,1027185.0,0
858,235,7,884,161,3952,97.54708109869229,531.1449417207937,27570.0,1025146.0,0
859,236,4,1844,1111,1502,100.36724374486245,399.2284304726939,41398.0,996341.0,0
860,237,3,644,874,3340,193.80821514262345,226.52852954922037,26401.0,515974.0,0
861,238,7,1604,1824,890,4921.74426616793,181.53785614664275,0.0,20318.0,2
862,238,7,1604,1824,890,4754.659566375048,186.45092679422973,0.0,21032.0,0
863,238,7,1604,1824,890,5089.835598310175,174.4027736026774,0.0,19647.0,4
864,238,7,1604,1824,890,4987.5311720698255,178.97766120828928,0.0,20050.0,3
865,238,7,1604,1824,890,4771.447657219201,187.4677837105515,0.0,20958.0,1
866,239,5,164,1349,4565,3921.722420487078,225.7553773603677,0.0,25499.0,0
867,239,5,164,1349,4565,3788.452795878163,252.8394492654869,0.0,26396.0,2
868,239,5,164,1349,4565,3707.9609922503614,236.08708870887088,0.0,26969.0,1
869,239,5,164,1349,4565,3644.314868804665,242.6239907497857,0.0,27440.0,4
870,239,5,164,1349,4565,4027.710649266957,222.26266139025464,0.0,24828.0,3
871,240,1,1124,399,2115,4338.959517507702,222.64762683797858,0.0,23047.0,0
872,240,1,1124,399,2115,4476.275738585497,215.65429179005108,0.0,22340.0,1
873,240,1,1124,399,2115,4563.501118057774,211.84339963833634,0.0,21913.0,2
874,240,1,1124,399,2115,4425.366199052972,221.69926879320994,0.0,22597.0,4
875,241,1,674,1735,3875,6128.953174797744,144.70504385964912,0.0,16316.0,1
876,241,1,674,1735,3875,6110.975311659741,146.36688564525468,0.0,16364.0,3
877,241,1,674,1735,3875,6284.960090503425,137.2650481540931,0.0,15911.0,2
878,241,1,674,1735,3875,6154.224875376946,141.81097135567205,0.0,16249.0,0
879,242,5,1634,785,1425,4602.144599383312,202.92058411682336,0.0,21729.0,0
880,242,5,1634,785,1425,4033.0711837063923,225.30432780847144,0.0,24795.0,1
881,242,5,1634,785,1425,4665.049449524165,192.39021045728254,0.0,21436.0,4
882,242,5,1634,785,1425,3894.687646050787,238.32837826994063,0.0,25676.0,3
883,242,5,1634,785,1425,4529.80612429788,198.81616440549087,0.0,22076.0,2
884,243,6,194,310,2650,2337.158482716713,452.22043696674905,0.0,42787.0,1
885,243,6,194,310,2650,3228.9312237649337,306.406525942315,0.0,30970.0,2
886,243,6,194,310,2650,3295.978905735003,288.7741922624624,0.0,30340.0,4
887,243,6,194,310,2650,3182.787485279608,277.8738670393292,0.0,31419.0,3
888,243,6,194,310,2650,3401.9391052900155,276.5266658700761,0.0,29395.0,0
889,244,3,1154,1260,200,66.36629282533919,579.1129408335762,43554.0,1506789.0,0
890,245,4,434,1022,4488,66.03013615414075,723.5824680511182,45018.0,1514460.0,0
891,246,7,1394,1972,2038,65.6746294965777,1523.02545259007,44596.0,1522658.0,0
892,247,6,914,1497,3263,96.52239464339318,941.5360766629087,37532.0,1036029.0,0
893,248,2,1874,547,813,190.00064600219642,334.9541227526348,24279.0,526314.0,0
894,249,3,314,1141,2344,4480.889008379262,207.41776703489882,0.0,22317.0,1
895,249,3,314,1141,2344,5037.022112527074,173.97225433526012,0.0,19853.0,3
896,249,3,314,1141,2344,4433.01711144605,200.97865067466267,0.0,22558.0,4
897,249,3,314,1141,2344,4605.3237542599245,209.17013833359988,0.0,21714.0,2
898,249,3,314,1141,2344,5058.936611524257,172.32917906247488,0.0,19767.0,0
899,250,6,1274,191,4794,2857.1428571428573,335.48159080936614,0.0,35000.0,4
900,250,6,1274,191,4794,2894.52356142179,332.80186610311415,0.0,34548.0,3
901,250,6,1274,191,4794,2872.6551951969204,325.788612670409,0.0,34811.0,2
902,250,6,1274,191,4794,2894.6073465134455,327.1221098265896,0.0,34547.0,1
903,250,6,1274,191,4794,2567.921524318217,399.5492867318072,0.0,38942.0,0
904,251,8,794,666,1119,4134.623335814107,224.92228041418463,0.0,24186.0,1
905,251,8,794,666,1119,3956.948401392846,235.90279114533206,0.0,25272.0,3
906,251,8,794,666,1119,4105.427374989737,229.6434697816959,0.0,24358.0,2
907,251,8,794,666,1119,4028.197381671702,231.13258485430674,0.0,24825.0,0
908,251,8,794,666,1119,3812.4285169653067,248.658968452679,0.0,26230.0,4
909,252,4,1754,1616,3569,4172.055571780216,214.23446757405924,0.0,23969.0,1
910,252,4,1754,1616,3569,4162.3309053069715,218.0888284794819,0.0,24025.0,4
911,252,4,1754,1616,3569,4191.1148365465215,214.02392942109438,0.0,23860.0,2
912,252,4,1754,1616,3569,3865.4812524159256,258.62283611798057,0.0,25870.0,3
913,252,4,1754,1616,3569,4189.710072063013,213.16140632847817,0.0,23868.0,0
914,253,3,1034,428,1732,4033.721915211165,223.9135487471844,0.0,24791.0,4
915,253,3,1034,428,1732,3712.3658907821955,275.5234497448057,0.0,26937.0,3
916,253,3,1034,428,1732,4123.031252576895,237.7398155573376,0.0,24254.0,0
917,253,3,1034,428,1732,4117.090040759192,232.47021510755377,0.0,24289.0,1
918,253,3,1034,428,1732,4358.627903935841,216.9675924075924,0.0,22943.0,2
919,254,7,1994,1378,4182,3472.5839497169845,260.7317254397944,0.0,28797.0,2
920,254,7,1994,1378,4182,3524.477496211187,260.04745925215724,0.0,28373.0,3
921,254,7,1994,1378,4182,3595.828838547285,249.91916492525317,0.0,27810.0,4
922,254,7,1994,1378,4182,3141.690229343387,283.86888356301176,0.0,31830.0,1
923,254,7,1994,1378,4182,3484.927687750479,261.1961562355959,0.0,28695.0,0
924,255,5,554,1853,507,6039.74149906384,136.85885258740134,0.0,16557.0,0
925,255,5,554,1853,507,4910.385465259023,172.0910889506185,0.0,20365.0,3
926,255,5,554,1853,507,5136.106831022085,168.47189464232267,0.0,19470.0,2
927,255,5,554,1853,507,3875.0678136867396,241.28067475466193,0.0,25806.0,1
928,255,5,554,1853,507,5863.039399624766,143.6368300797691,0.0,17056.0,4
929,256,2,1514,903,2957,5052.03597049611,163.92176210395692,0.0,19794.0,0
930,256,2,1514,903,2957,193.6914688592541,198.54928677879496,26583.0,516285.0,1
931,257,1,494,132,3416,4591.579044033243,198.57508295625942,0.0,21779.0,3
932,257,1,494,132,3416,4523.0449138359945,200.30740265983016,0.0,22109.0,2
933,257,1,494,132,3416,4615.313610559838,201.22512065733318,0.0,21667.0,4
934,257,1,494,132,3416,4705.439488048184,197.60146259590792,0.0,21252.0,0
935,257,1,494,132,3416,4632.417658776115,200.45270824579308,0.0,21587.0,1
936,258,5,1454,1082,966,5042.355788624445,181.7128114522055,0.0,19832.0,2
937,258,5,1454,1082,966,4987.033712347896,185.1244469358746,0.0,20052.0,1
938,258,5,1454,1082,966,4990.518015770037,179.22218678361406,0.0,20038.0,4
939,258,5,1454,1082,966,5255.413075467732,164.36723923425774,0.0,19028.0,0
940,258,5,1454,1082,966,4521.204448865177,191.5370958400735,0.0,22118.0,3
941,259,7,974,1557,4641,3510.6196243637,270.33021283405344,0.0,28485.0,1
942,259,7,974,1557,4641,3491.6201117318437,258.20680429660985,0.0,28640.0,3
943,259,7,974,1557,4641,3565.6979853806383,257.4299639498117,0.0,28045.0,0
944,259,7,974,1557,4641,3563.030000712606,255.67493603070525,0.0,28066.0,4
945,259,7,974,1557,4641,3297.500494625074,254.57168660191059,0.0,30326.0,2
946,260,3,1934,607,2191,4041.3837698027805,219.66294527363183,0.0,24744.0,0
947,260,3,1934,607,2191,4467.277194549922,208.47953953953953,0.0,22385.0,1
948,260,3,1934,607,2191,4358.627903935841,212.3990583165413,0.0,22943.0,2
949,260,3,1934,607,2191,67.08995958500834,624.990603541742,41778.0,1490536.0,3
950,261,4,734,1319,2804,64.93506493506493,1827.0402506170497,39753.0,1540000.0,0
951,262,8,1694,369,354,95.68718710289818,1352.654628962536,38577.0,1045072.0,0
952,263,6,254,844,4029,194.12613151268906,156.8216451562743,24071.0,515129.0,0
953,264,2,1214,1794,1579,98.94015308020485,294.4497299543,40460.0,1010712.0,2
954,264,2,1214,1794,1579,6571.597555365709,130.42221066527983,0.0,15217.0,1
955,264,2,1214,1794,1579,5521.201413427561,169.77693090444743,0.0,18112.0,0
956,265,2,854,725,660,191.03656439842587,243.96970732749412,26564.0,523460.0,0
957,266,5,1814,1675,3110,4289.268250836407,198.5114522124955,0.0,23314.0,3
958,266,5,1814,1675,3110,4393.480075567857,204.59350247275944,0.0,22761.0,1
959,266,5,1814,1675,3110,4708.5412939071475,187.6735986614079,0.0,21238.0,0
960,266,5,1814,1675,3110,4629.62962962963,193.8329254102636,0.0,21600.0,2
961,266,5,1814,1675,3110,4514.061300952467,202.22842700206974,0.0,22153.0,4
962,267,7,374,1200,1885,3798.814769791825,225.53635579103698,0.0,26324.0,0
963,267,7,374,1200,1885,3971.8790960003175,228.7516134172576,0.0,25177.0,1
964,267,7,374,1200,1885,3408.0839751891485,265.07773541213345,0.0,29342.0,3
965,267,7,374,1200,1885,4175.539688504739,216.23349856509262,0.0,23949.0,4
966,267,7,374,1200,1885,4152.134196977247,216.55595437504985,0.0,24084.0,2
967,268,4,1334,250,4335,2896.6196448744317,306.2004799520048,0.0,34523.0,3
968,268,4,1334,250,4335,3086.8008396098285,307.76382800669484,0.0,32396.0,4
969,268,4,1334,250,4335,2741.6038382453735,366.09934189276487,0.0,36475.0,0
970,268,4,1334,250,4335,3068.0493342332943,308.366911234063,0.0,32594.0,1
971,268,4,1334,250,4335,2625.292063742091,370.00058115067833,0.0,38091.0,2
972,269,3,134,1913,1272,5804.504295333179,153.38892682143145,0.0,17228.0,3
973,269,3,134,1913,1272,5498.1306355839015,160.07339467813895,0.0,18188.0,0
974,269,3,134,1913,1272,6042.296072507553,145.50263862791348,0.0,16550.0,4
975,269,3,134,1913,1272,5949.547834364588,143.9235122930256,0.0,16808.0,1
976,269,3,134,1913,1272,5372.589050663515,185.12526288381036,0.0,18613.0,2
977,270,6,1094,963,3722,3688.267620698558,244.14058270337472,0.0,27113.0,4
978,270,6,1094,963,3722,3742.3749111185957,242.51018851257754,0.0,26721.0,2
979,270,6,1094,963,3722,3683.6482852617232,245.70296652635798,0.0,27147.0,3
980,270,6,1094,963,3722,3664.077385314378,248.17507883267388,0.0,27292.0,0
981,270,6,1094,963,3722,3706.0371344920877,247.60984,0.0,26983.0,1
982,271,5,614,488,2497,3771.734620752084,258.2741023437968,0.0,26513.0,3
983,271,5,614,488,2497,3740.2752842609216,257.4153429674748,0.0,26736.0,2
984,271,5,614,488,2497,3680.93643022785,262.062829841676,0.0,27167.0,0
985,271,5,614,488,2497,3416.0005465600875,295.99763240619154,0.0,29274.0,1
986,271,5,614,488,2497,3813.737080965638,253.16159939192704,0.0,26221.0,4
987,272,1,1574,1438,4947,5944.949765174484,144.74995500269983,0.0,16821.0,0
988,272,1,1574,1438,4947,5818.689631095077,149.4118151026101,0.0,17186.0,2
989,272,1,1574,1438,4947,5803.830528148578,144.97878672872181,0.0,17230.0,1
990,272,1,1574,1438,4947,6036.095853202149,142.4070938490551,0.0,16567.0,3
991,273,1,851,1663,3308,6283.775292195551,136.7986986906579,0.0,15914.0,1
992,273,1,851,1663,3308,6155.740227762389,143.7988614800759,0.0,16245.0,4
993,273,1,851,1663,3308,6079.0273556231,138.0773130798982,0.0,16450.0,0
994,273,1,851,1663,3308,6325.510784995889,135.92937740076826,0.0,15809.0,2
995,273,1,851,1663,3308,6009.976561091412,145.23327374615863,0.0,16639.0,3
996,274,5,1811,713,858,4976.114649681529,186.54116986954693,0.0,20096.0,3
997,274,5,1811,713,858,4615.739672282483,202.59750505596605,0.0,21665.0,1
998,274,5,1811,713,858,4990.0199600798405,185.46756291072288,0.0,20040.0,0
999,274,5,1811,713,858,4247.005860868088,192.79917754621312,0.0,23546.0,2
1000,274,5,1811,713,858,4650.513881783937,187.9462728945053,0.0,21503.0,4
1001,275,6,371,238,4533,2917.1528588098017,329.1932469098583,0.0,34280.0,1
1002,275,6,371,238,4533,2910.2761852099766,320.68622826304215,0.0,34361.0,3
1003,275,6,371,238,4533,2775.3108348134992,339.05121498312803,0.0,36032.0,4
1004,275,6,371,238,4533,2995.2674773857307,313.4040250465121,0.0,33386.0,0
1005,275,6,371,238,4533,2963.6654614427125,324.681591741192,0.0,33742.0,2
1006,276,3,1331,1188,2083,4668.098216786481,192.0567128476029,0.0,21422.0,0
1007,276,3,1331,1188,2083,5145.356315924878,168.3275900154628,0.0,19435.0,1
1008,276,3,1331,1188,2083,4746.535029428517,192.45601155373691,0.0,21068.0,4
1009,276,3,1331,1188,2083,5058.4248065152515,169.4565344048217,0.0,19769.0,2
1010,276,3,1331,1188,2083,4988.277547762757,181.4515429458228,0.0,20047.0,3
1011,277,4,131,951,2696,3779.289493575208,234.7607968095553,0.0,26460.0,0
1012,277,4,131,951,2696,95.10015472795175,1074.895876800795,39796.0,1051523.0,1
1013,278,7,1091,1901,246,177.32068445784202,584.3821071481868,22998.0,563950.0,0
1014,279,5,611,1426,3921,3900.612396146195,231.31621486445934,0.0,25637.0,3
1015,279,5,611,1426,3921,3811.120850642174,238.5477922077922,0.0,26239.0,4
1016,279,5,611,1426,3921,4177.632953168734,205.7855037593985,0.0,23937.0,0
1017,279,5,611,1426,3921,4252.423881612519,207.5255916454892,0.0,23516.0,1
1018,279,5,611,1426,3921,3865.0330460325436,236.41821863159794,0.0,25873.0,2
1019,280,2,1571,476,1471,4914.004914004914,190.81969575660528,0.0,20350.0,0
1020,280,2,1571,476,1471,64.27491150951558,2595.0093068821943,41918.0,1555817.0,1
1021,281,2,491,1069,552,93.03684352040251,1904.35886214442,36874.0,1074843.0,0
1022,282,6,1451,119,3002,170.522754556368,877.3738815985685,23048.0,586432.0,0
1023,283,8,971,594,1777,3514.567883878677,263.41168589653864,0.0,28453.0,2
1024,283,8,971,594,1777,3615.9826432833124,259.52884229936666,0.0,27655.0,1
1025,283,8,971,594,1777,3405.5305816646232,280.87999277427645,0.0,29364.0,3
1026,283,8,971,594,1777,3012.320390396723,356.92284166550064,0.0,33197.0,0
1027,283,8,971,594,1777,3366.5499596014006,280.7268883259868,0.0,29704.0,4
