,param_index,SCONE_QUEUES,SCONE_SLOTS,SCONE_SSPINS,SCONE_SSLEEP,throughput,latency,failed,time,param_iter
143,41,2,306,955,3588,5367.97466315959,157.43055583395136,0.0,18629.0,4
144,41,2,306,955,3588,5621.135469364812,154.18408439123198,0.0,17790.0,0
145,41,2,306,955,3588,5146.15067929189,181.6191768791665,0.0,19432.0,2
146,41,2,306,955,3588,4906.049158612569,187.5809751720012,0.0,20383.0,1
147,41,2,306,955,3588,4865.9432631015525,177.6194046350827,0.0,20551.0,3
148,42,6,1266,1905,1138,4899.7991082365625,190.12830900048132,0.0,20409.0,3
149,42,6,1266,1905,1138,5301.102629346904,165.34008801760353,0.0,18864.0,1
150,42,6,1266,1905,1138,5239.168020118405,170.9264588488864,0.0,19087.0,2
151,42,6,1266,1905,1138,5254.308532997057,168.7670677112479,0.0,19032.0,0
152,42,6,1266,1905,1138,4690.211528539937,193.631858975646,0.0,21321.0,4
153,43,7,786,1430,4813,3402.63363843615,269.6354016930203,0.0,29389.0,0
154,43,7,786,1430,4813,3473.1869963878853,265.28459493493773,0.0,28792.0,3
155,43,7,786,1430,4813,3231.644260599793,273.5817225299908,0.0,30944.0,1
156,43,7,786,1430,4813,3436.3080306518677,263.90972194277896,0.0,29101.0,4
157,43,7,786,1430,4813,3347.504435443377,276.13631177565605,0.0,29873.0,2
158,44,4,1746,480,2363,3615.1982936264053,257.1478818227341,0.0,27661.0,0
159,44,4,1746,480,2363,3527.5857203330042,263.3290549119187,0.0,28348.0,2
160,44,4,1746,480,2363,3801.847697981219,252.7053329075523,0.0,26303.0,4
161,44,4,1746,480,2363,3036.9290573372205,350.1948098398442,0.0,32928.0,3
162,44,4,1746,480,2363,3823.9455470154103,250.24441558441558,0.0,26151.0,1
163,45,3,1026,1668,2976,5155.702206640544,172.85627405236187,0.0,19396.0,1
164,45,3,1026,1668,2976,5036.514731805591,182.02670895418188,0.0,19855.0,4
165,45,3,1026,1668,2976,4304.0371868812945,205.83273828626443,0.0,23234.0,2
166,45,3,1026,1668,2976,5186.991026505524,169.4811896237925,0.0,19279.0,0
167,45,3,1026,1668,2976,5175.179837499353,169.28581399058785,0.0,19323.0,3
168,46,7,1986,718,526,4722.550177095632,192.37593849840255,0.0,21175.0,0
169,46,7,1986,718,526,190.4152575937605,283.12503519002615,25076.0,525168.0,2
170,46,7,1986,718,526,2831.9787035201493,337.9156198198558,0.0,35311.0,1
171,47,5,546,243,4201,3097.3177228520103,304.52439559562754,0.0,32286.0,4
172,47,5,546,243,4201,3048.4087306426045,321.35667791706845,0.0,32804.0,2
173,47,5,546,243,4201,3193.153878085385,296.83958011979405,0.0,31317.0,1
174,47,5,546,243,4201,2812.7021629679634,324.2805318977985,0.0,35553.0,3
175,47,5,546,243,4201,3211.7163412127443,294.63554528797897,0.0,31136.0,0
176,48,1,1506,1193,1751,5523.64118426867,152.04050111892582,0.0,18104.0,2
177,48,1,1506,1193,1751,5885.12241054614,149.49915154418957,0.0,16992.0,4
178,48,1,1506,1193,1751,5880.6233460746835,142.92945122072945,0.0,17005.0,0
179,48,1,1506,1193,1751,5874.405216471832,148.264469725648,0.0,17023.0,3
180,48,1,1506,1193,1751,5775.005775005775,149.59681820005616,0.0,17316.0,1
181,49,1,1056,866,4890,5403.652869339674,167.06048145634557,0.0,18506.0,3
182,49,1,1056,866,4890,5541.701302299806,151.2420894023104,0.0,18045.0,2
183,49,1,1056,866,4890,5624.613307835087,152.819482234315,0.0,17779.0,4
184,49,1,1056,866,4890,5380.972879896685,165.01242870009006,0.0,18584.0,1
185,49,1,1056,866,4890,5567.308762943993,155.74084878516624,0.0,17962.0,0
186,50,5,2016,1816,2440,4835.823782581363,188.36114059152166,0.0,20679.0,4
187,50,5,2016,1816,2440,4351.988858908521,200.4359952848095,0.0,22978.0,0
188,50,5,2016,1816,2440,4342.916702857639,207.82800928705817,0.0,23026.0,2
189,50,5,2016,1816,2440,4737.091425864519,182.26753096052659,0.0,21110.0,3
190,50,5,2016,1816,2440,4847.074790364015,185.14372984557454,0.0,20631.0,1
191,51,7,576,1341,3665,3593.8903863432165,251.3476673185138,0.0,27825.0,3
192,51,7,576,1341,3665,3635.0418029807342,250.08849309023807,0.0,27510.0,0
193,51,7,576,1341,3665,3342.5811411572017,271.1222282532216,0.0,29917.0,2
194,51,7,576,1341,3665,3515.556336790297,259.1249153150281,0.0,28445.0,1
195,51,7,576,1341,3665,3770.454716838851,242.23174235773007,0.0,26522.0,4
196,52,3,1536,391,1215,50.251382541162165,434.6849067949489,45222.0,1989995.0,0
197,53,4,336,1579,4277,49.796878532466074,750.5668146951958,44956.0,2008158.0,0
198,54,7,1296,629,1827,49.893452532117664,1216.2342939481268,43410.0,2004271.0,0
199,55,6,816,154,3052,49.9767857830038,1503.0888551933283,42951.0,2000929.0,0
200,56,2,1776,1104,602,50.10356406692634,873.4899817850637,44983.0,1995866.0,0
201,57,3,456,510,1521,50.47723703757172,1076.4150239744272,48053.0,1981091.0,0
202,58,6,1416,1460,3971,65.6303201578278,2030.3205627705627,45375.0,1523686.0,0
203,59,8,936,1935,296,95.88564294679594,1722.9330006238304,41826.0,1042909.0,0
204,60,4,1896,985,2746,181.23066495343278,747.6166623942579,30471.0,551783.0,0
205,61,4,696,1223,2134,4264.5741822679,208.0439313772647,0.0,23449.0,4
206,61,4,696,1223,2134,4399.4720633523975,197.8603084988406,0.0,22730.0,1
207,61,4,696,1223,2134,4495.594317568783,189.28613669510318,0.0,22244.0,0
208,61,4,696,1223,2134,3815.774411416797,215.54957637279193,0.0,26207.0,2
209,61,4,696,1223,2134,4288.164665523156,215.0735759810799,0.0,23320.0,3
210,62,7,1656,273,4584,2171.4583514288197,447.87816193085246,0.0,46052.0,1
211,62,7,1656,273,4584,2662.1941804435214,358.24147784440777,0.0,37563.0,4
212,62,7,1656,273,4584,2743.935901657337,349.76785856812194,0.0,36444.0,0
213,62,7,1656,273,4584,2712.2321670735014,352.4608507829843,0.0,36870.0,3
214,62,7,1656,273,4584,2636.991719846,359.4514740908272,0.0,37922.0,2
215,63,5,216,748,909,4518.957024718695,198.54107847259766,0.0,22129.0,4
216,63,5,216,748,909,4756.921320521358,204.7187562129707,0.0,21022.0,3
217,63,5,216,748,909,5086.46998982706,177.0133534136546,0.0,19660.0,2
218,63,5,216,748,909,3387.1896487484332,285.92052808180875,0.0,29523.0,1
219,63,5,216,748,909,5240.26620552324,171.03305752326528,0.0,19083.0,0
220,64,2,1176,1698,3359,5303.9142887450935,147.3052331378884,0.0,18854.0,1
221,64,2,1176,1698,3359,5847.611250804047,148.5788938917002,0.0,17101.0,0
222,64,2,1176,1698,3359,66.48648828341861,578.2156908940982,41751.0,1504065.0,2
223,65,2,156,1519,2899,96.63301582945432,839.5530726256983,39446.0,1034843.0,0
224,66,5,1116,569,449,183.52833218628126,529.5960440172726,28312.0,544875.0,0
225,67,7,636,1044,4124,3412.7363319909905,274.8825536840425,0.0,29302.0,2
226,67,7,636,1044,4124,3424.7748210555155,265.34575684652253,0.0,29199.0,1
227,67,7,636,1044,4124,3387.533875338753,265.8485412042314,0.0,29520.0,3
228,67,7,636,1044,4124,3359.4248664628617,275.1866661324572,0.0,29767.0,0
229,67,7,636,1044,4124,3356.9438383295847,272.9502823274999,0.0,29789.0,4
230,68,3,1596,1994,1674,5814.291528577243,152.07059057466694,0.0,17199.0,0
231,68,3,1596,1994,1674,3701.2362128951067,205.40440454481694,0.0,27018.0,2
232,68,3,1596,1994,1674,5976.571838393497,148.4313478998304,0.0,16732.0,4
233,68,3,1596,1994,1674,3469.692238298463,261.0823567057318,0.0,28821.0,1
234,68,3,1596,1994,1674,5008.2636349977465,179.97197289246947,0.0,19967.0,3
235,69,4,876,332,3512,3125.097659301853,302.5892176147084,0.0,31999.0,3
236,69,4,876,332,3512,3237.8177108628784,293.5226876964032,0.0,30885.0,4
237,69,4,876,332,3512,3085.9435272334517,308.2038976906283,0.0,32405.0,0
238,69,4,876,332,3512,3154.2756206037284,303.5518050071158,0.0,31703.0,2
239,69,4,876,332,3512,2992.130696268813,303.2587496740809,0.0,33421.0,1
240,70,8,1836,1282,1062,4305.890458146745,203.5979544453785,0.0,23224.0,2
241,70,8,1836,1282,1062,4348.39326868722,204.41664997395938,0.0,22997.0,0
242,70,8,1836,1282,1062,3904.1149371437496,217.45635064048508,0.0,25614.0,1
243,70,8,1836,1282,1062,4200.974626113259,207.76328174856414,0.0,23804.0,3
244,70,8,1836,1282,1062,4252.785574551331,211.27710626014795,0.0,23514.0,4
245,71,6,396,1757,4737,3864.883667001623,237.46210953915113,0.0,25874.0,0
246,71,6,396,1757,4737,3848.8184127472864,242.24279095774423,0.0,25982.0,3
247,71,6,396,1757,4737,3580.8923583757073,241.74133675783054,0.0,27926.0,1
248,71,6,396,1757,4737,3527.959075674722,258.9403813517021,0.0,28345.0,2
249,71,6,396,1757,4737,3857.875853555033,236.8205969432664,0.0,25921.0,4
250,72,2,1356,807,2287,197.4668946751077,225.90344210996872,23176.0,506414.0,1
251,72,2,1356,807,2287,5421.523448088913,160.034002285531,0.0,18445.0,0
252,73,2,756,1876,756,198.7893727201344,179.2488733560195,28380.0,503045.0,0
253,74,6,1716,926,3206,3783.43611668117,240.43294446106293,0.0,26431.0,4
254,74,6,1716,926,3206,3775.437006833541,243.63185487889965,0.0,26487.0,2
255,74,6,1716,926,3206,3875.3681599751976,235.55284050107716,0.0,25804.0,0
256,74,6,1716,926,3206,3777.5763070414023,244.05806853332263,0.0,26472.0,1
257,74,6,1716,926,3206,3670.9371902646744,260.2255490219609,0.0,27241.0,3
258,75,7,276,451,1981,3382.377811601556,288.4808434867855,0.0,29565.0,3
259,75,7,276,451,1981,3218.2280436391725,294.0233216957606,0.0,31073.0,2
260,75,7,276,451,1981,3285.1511169513797,286.19512828710737,0.0,30440.0,4
261,75,7,276,451,1981,3292.0726889649723,293.29448962952654,0.0,30376.0,1
262,75,7,276,451,1981,3323.142363418849,285.6313612912292,0.0,30092.0,0
263,76,4,1236,1401,4431,3897.875657766517,228.49676051593985,0.0,25655.0,1
264,76,4,1236,1401,4431,3956.948401392846,226.8636764470098,0.0,25272.0,3
265,76,4,1236,1401,4431,3868.172675228222,232.8510446685879,0.0,25852.0,2
266,76,4,1236,1401,4431,3911.4448877415316,231.2073968819421,0.0,25566.0,4
267,76,4,1236,1401,4431,3912.210007433199,230.79798607907247,0.0,25561.0,0
268,77,3,516,688,143,4239.443784975411,188.428223017412,0.0,23588.0,1
269,77,3,516,688,143,5478.55147099107,171.8269818748626,0.0,18253.0,3
270,77,3,516,688,143,5072.27998985544,169.5458502146095,0.0,19715.0,2
271,77,3,516,688,143,5983.366241847663,146.7215969292897,0.0,16713.0,0
272,77,3,516,688,143,6110.601894286588,146.6176106900678,0.0,16365.0,4
273,78,6,1476,1638,2593,4026.899689928724,220.47882906429692,0.0,24833.0,2
274,78,6,1476,1638,2593,4283.9395107741075,207.80098506386898,0.0,23343.0,4
275,78,6,1476,1638,2593,4436.950927322744,204.95919346136168,0.0,22538.0,3
276,78,6,1476,1638,2593,4165.451743241554,221.63315827453496,0.0,24007.0,1
277,78,6,1476,1638,2593,4395.21800281294,204.28500368093276,0.0,22752.0,0
278,79,5,996,1163,1368,4920.049200492005,182.0896566848758,0.0,20325.0,1
279,79,5,996,1163,1368,4940.711462450593,173.8595579713041,0.0,20240.0,0
280,79,5,996,1163,1368,4877.335024142808,176.69888908977683,0.0,20503.0,2
281,79,5,996,1163,1368,4545.661166416655,207.04738473847385,0.0,21999.0,3
282,79,5,996,1163,1368,4657.878801993572,183.19427045691802,0.0,21469.0,4
283,80,1,1956,213,3818,4544.008724496751,200.4419022520364,0.0,22007.0,3
284,80,1,1956,213,3818,4032.74589668105,246.85271302291085,0.0,24797.0,1
285,80,1,1956,213,3818,4376.559149196902,211.95989304812835,0.0,22849.0,0
286,80,1,1956,213,3818,4561.419513752679,203.6211277201138,0.0,21923.0,2
287,80,1,1956,213,3818,4524.272723159752,207.69192781000945,0.0,22103.0,4
288,81,1,801,1119,3167,5763.688760806916,148.45426415395673,0.0,17350.0,4
289,81,1,801,1119,3167,5544.1592282530355,151.72916583316663,0.0,18037.0,2
290,81,1,801,1119,3167,5669.898508816692,150.20418386566746,0.0,17637.0,0
291,81,1,801,1119,3167,5698.655117392295,150.4194914407846,0.0,17548.0,1
292,81,1,801,1119,3167,5775.672865888876,148.61538307861352,0.0,17314.0,3
293,82,5,1761,169,717,4068.513771919118,203.40744945722537,0.0,24579.0,2
294,82,5,1761,169,717,4596.221905593602,198.44381359828873,0.0,21757.0,4
295,82,5,1761,169,717,4203.446826397646,217.79976409907837,0.0,23790.0,3
296,82,5,1761,169,717,4584.632312488538,199.52614313717646,0.0,21812.0,1
297,82,5,1761,169,717,4573.728503476033,197.5406359719119,0.0,21864.0,0
298,83,6,321,644,4392,3453.992815694943,274.43367705883537,0.0,28952.0,0
299,83,6,321,644,4392,3444.3564220025487,272.3219278364989,0.0,29033.0,1
300,83,6,321,644,4392,3284.7194849559846,280.66270436853375,0.0,30444.0,2
301,83,6,321,644,4392,3358.74785879824,285.9585143178893,0.0,29773.0,3
302,83,6,321,644,4392,3187.047837588042,301.3886225631192,0.0,31377.0,4
303,84,3,1281,1594,1942,5640.476056179142,151.55960191817653,0.0,17729.0,0
304,84,3,1281,1594,1942,99.67446320317842,345.3887728095835,35950.0,1003266.0,1
305,85,4,561,406,2555,99.46042718253474,577.5141125213108,39496.0,1005425.0,0
306,86,7,1521,1356,105,98.67187654174808,303.9443878749902,37247.0,1013460.0,0
307,87,6,1041,1831,3780,192.21491164841586,225.17520897043832,25625.0,520251.0,0
308,88,2,2001,881,1330,63.011217887120445,1496.8655455959702,36691.0,1587019.0,2
309,88,2,2001,881,1330,5664.117813650524,154.1938851155056,0.0,17655.0,1
310,88,2,2001,881,1330,5881.315062047874,149.21278893065664,0.0,17003.0,0
311,89,3,201,1712,411,91.3757718968331,1351.2505501583382,31558.0,1094382.0,0
312,90,6,1161,762,2861,167.90722118586154,737.5561247604112,21540.0,595567.0,0
313,91,8,681,287,1636,3352.2174918708724,279.9197687169774,0.0,29831.0,4
314,91,8,681,287,1636,2822.626171389861,294.283131325253,0.0,35428.0,0
315,91,8,681,287,1636,3128.3238440843397,299.42300319488817,0.0,31966.0,2
316,91,8,681,287,1636,3162.1553250695674,295.3749549043973,0.0,31624.0,3
317,91,8,681,287,1636,3168.8690306429635,310.5176552826044,0.0,31557.0,1
318,92,4,1641,1237,4086,4103.742613263296,216.1501090065404,0.0,24368.0,1
319,92,4,1641,1237,4086,3884.2493688094773,230.36065639303632,0.0,25745.0,3
320,92,4,1641,1237,4086,3783.5792659856224,224.6457395514475,0.0,26430.0,4
321,92,4,1641,1237,4086,4075.145686458291,216.3362321163788,0.0,24539.0,0
322,92,4,1641,1237,4086,3984.381225595665,225.84690671096612,0.0,25098.0,2
323,93,3,921,1000,1024,5590.965000559097,154.3951134450413,0.0,17886.0,0
324,93,3,921,1000,1024,5364.519070865297,165.34579123239718,0.0,18641.0,3
325,93,3,921,1000,1024,5334.755934915977,156.18033775633293,0.0,18745.0,4
326,93,3,921,1000,1024,4752.174119659744,186.2630832534356,0.0,21043.0,1
327,93,3,921,1000,1024,5348.451623255068,162.16405749519538,0.0,18697.0,2
328,94,7,1881,1950,3474,4021.393815096312,227.86592535023215,0.0,24867.0,1
329,94,7,1881,1950,3474,3819.27204674789,245.86732226019868,0.0,26183.0,2
330,94,7,1881,1950,3474,3397.316120264991,270.451901387364,0.0,29435.0,0
331,94,7,1881,1950,3474,3748.406927056001,251.64481628083644,0.0,26678.0,4
332,94,7,1881,1950,3474,3898.027598035394,230.41747921994886,0.0,25654.0,3
333,95,5,441,1475,2249,4811.393379522709,185.0477638211057,0.0,20784.0,4
334,95,5,441,1475,2249,4750.593824228028,181.97854025703649,0.0,21050.0,3
335,95,5,441,1475,2249,4644.897580008361,186.84510309793805,0.0,21529.0,1
336,95,5,441,1475,2249,4754.433509247373,188.4024089624627,0.0,21033.0,0
337,95,5,441,1475,2249,4624.705175045091,196.79334606493114,0.0,21623.0,2
338,96,2,1401,525,4699,193.75376608882834,384.3053569380186,24025.0,516119.0,0
339,97,2,381,703,3933,100.30351844682008,317.8376638999158,33399.0,996974.0,0
340,98,5,1341,1653,1483,67.78332923244191,257.97267565649395,44540.0,1475289.0,0
341,99,7,861,1178,2708,49.60462632586965,1024.8185218165627,44359.0,2015941.0,0
342,100,4,1821,228,258,65.26788878612822,726.1814072932717,40131.0,1532147.0,0
343,101,4,621,1891,4545,95.19068121307197,569.777901941612,28837.0,1050523.0,0
344,102,8,1581,941,2095,183.85191831091566,469.1407961528186,23615.0,543916.0,0
345,103,6,141,466,3320,2800.6497507421723,363.4310423757489,0.0,35706.0,4
346,103,6,141,466,3320,2807.726864330638,332.5228700803894,0.0,35616.0,2
347,103,6,141,466,3320,2730.6736571912293,339.47395581357847,0.0,36621.0,3
348,103,6,141,466,3320,3327.565553041395,287.18882909556487,0.0,30052.0,0
349,103,6,141,466,3320,3228.09735941636,297.079138557343,0.0,30978.0,1
350,104,3,1101,1416,870,5453.157378121932,158.03422517723394,0.0,18338.0,3
351,104,3,1101,1416,870,5820.044232336166,151.12277354966966,0.0,17182.0,2
352,104,3,1101,1416,870,6026.637738805521,140.72103381468833,0.0,16593.0,4
353,104,3,1101,1416,870,5538.6319579063975,166.61008595299634,0.0,18055.0,1
354,104,3,1101,1416,870,4309.787527474896,200.65728782287823,0.0,23203.0,0
355,105,2,981,109,2402,4646.624227498723,196.7620456635611,0.0,21521.0,3
356,105,2,981,109,2402,4600.027600165601,198.23085380724868,0.0,21739.0,2
357,105,2,981,109,2402,4200.621692010418,213.29414596958634,0.0,23806.0,1
358,105,2,981,109,2402,4013.968610765464,216.82202593873023,0.0,24913.0,4
359,105,2,981,109,2402,4709.871891484551,193.93399168399168,0.0,21232.0,0
360,106,6,1941,1059,4852,3412.5034125034126,266.1801436028721,0.0,29304.0,3
361,106,6,1941,1059,4852,3332.1115590949985,272.3320541264416,0.0,30011.0,2
362,106,6,1941,1059,4852,3319.061369444721,276.5629170925269,0.0,30129.0,0
363,106,6,1941,1059,4852,3170.0744967506735,303.48318417144924,0.0,31545.0,1
364,106,6,1941,1059,4852,3270.0042510055264,284.68087852691446,0.0,30581.0,4
365,107,8,501,1534,1177,4324.511330219685,206.90741036492852,0.0,23124.0,1
366,107,8,501,1534,1177,4500.247513613249,195.07906790679067,0.0,22221.0,2
367,107,8,501,1534,1177,4179.553623672991,223.87217819404418,0.0,23926.0,4
368,107,8,501,1534,1177,4345.181194055792,205.74166132135986,0.0,23014.0,3
369,107,8,501,1534,1177,4464.485021652752,200.16088580043532,0.0,22399.0,0
370,108,4,1461,584,3627,3672.689878066696,259.2931768011238,0.0,27228.0,0
371,108,4,1461,584,3627,3594.148725874277,257.7298873531997,0.0,27823.0,1
372,108,4,1461,584,3627,3525.3472467038005,268.1714348768157,0.0,28366.0,2
373,108,4,1461,584,3627,3603.993224492738,260.0666321594235,0.0,27747.0,4
374,108,4,1461,584,3627,3631.477648255075,260.4409693826668,0.0,27537.0,3
375,109,3,261,1297,1789,5336.464058914563,164.66559114085405,0.0,18739.0,1
376,109,3,261,1297,1789,5394.034198176816,157.84334182860783,0.0,18539.0,0
377,109,3,261,1297,1789,5087.763927753752,180.10017592259405,0.0,19655.0,4
378,109,3,261,1297,1789,4868.075163080518,176.16926890705903,0.0,20542.0,3
379,109,3,261,1297,1789,4975.867044832562,178.22123083051184,0.0,20097.0,2
380,110,7,1221,347,4239,2859.839277032631,333.78761026543714,0.0,34967.0,3
381,110,7,1221,347,4239,2802.2978842650973,345.9159887798036,0.0,35685.0,1
382,110,7,1221,347,4239,2765.2573071924344,345.4675774061925,0.0,36163.0,4
383,110,7,1221,347,4239,2804.8130592096036,344.4756046414092,0.0,35653.0,2
384,110,7,1221,347,4239,2675.513698630137,347.57973909742896,0.0,37376.0,0
385,111,5,741,822,564,5462.9882545752525,163.03353536164406,0.0,18305.0,4
386,111,5,741,822,564,5523.336095001381,160.43925102913553,0.0,18105.0,1
387,111,5,741,822,564,5318.583129454313,167.40388182960643,0.0,18802.0,3
388,111,5,741,822,564,5438.920918089851,169.20963455813302,0.0,18386.0,0
389,111,5,741,822,564,5387.640752114649,173.14000279446697,0.0,18561.0,2
390,112,1,1701,1772,3014,6179.705846001731,132.7409626482847,0.0,16182.0,1
391,112,1,1701,1772,3014,6207.324643078833,140.13090565050226,0.0,16110.0,3
392,112,1,1701,1772,3014,6165.988407941793,143.60071518468945,0.0,16218.0,0
393,112,1,1701,1772,3014,6037.918125830214,144.5926785821508,0.0,16562.0,2
394,113,1,351,258,1100,4440.891731059597,210.1367948077883,0.0,22518.0,4
395,113,1,351,258,1100,4598.96983075791,203.39455031023473,0.0,21744.0,1
396,113,1,351,258,1100,4524.272723159752,204.91816726690675,0.0,22103.0,2
397,113,1,351,258,1100,4423.800044238001,216.59522143356992,0.0,22605.0,0
398,114,5,1311,1208,3550,3963.6925760038052,226.8588016628028,0.0,25229.0,3
399,114,5,1311,1208,3550,4072.656186364747,217.2216000797051,0.0,24554.0,2
400,114,5,1311,1208,3550,4048.582995951417,220.45449095813768,0.0,24700.0,4
401,114,5,1311,1208,3550,3852.8221922558273,232.9171266298696,0.0,25955.0,0
402,114,5,1311,1208,3550,4023.173479240425,222.16874672893434,0.0,24856.0,1
403,115,7,831,1683,2325,4144.562334217507,217.1770858235716,0.0,24128.0,2
404,115,7,831,1683,2325,3838.1822368926078,216.34172597332696,0.0,26054.0,1
405,115,7,831,1683,2325,4016.3868583821995,222.94263420848344,0.0,24898.0,3
406,115,7,831,1683,2325,3819.7097020626434,227.77991947057885,0.0,26180.0,4
407,115,7,831,1683,2325,4126.09341475491,220.58071825309298,0.0,24236.0,0
408,116,3,1791,733,4775,3773.442511603336,244.86764558383985,0.0,26501.0,3
409,116,3,1791,733,4775,3790.750568612585,243.45758108324014,0.0,26380.0,1
410,116,3,1791,733,4775,3611.281643855404,255.94122613065326,0.0,27691.0,4
411,116,3,1791,733,4775,3916.1934599569217,236.6180062367971,0.0,25535.0,2
412,116,3,1791,733,4775,3869.220352099052,240.29357174286972,0.0,25845.0,0
413,117,4,1071,1445,488,5820.721769499418,149.2382870933642,0.0,17180.0,0
414,117,4,1071,1445,488,5241.914347119568,156.1197885497706,0.0,19077.0,4
415,117,4,1071,1445,488,5884.776084269994,146.9126033675401,0.0,16993.0,1
416,117,4,1071,1445,488,5823.433496389472,148.9340810940499,0.0,17172.0,3
417,117,4,1071,1445,488,5568.858940803029,163.14168345065508,0.0,17957.0,2
418,118,7,2031,495,2938,3251.7152798100997,297.23174825174823,0.0,30753.0,0
419,118,7,2031,495,2938,3161.855376735068,305.22171963813946,0.0,31627.0,1
420,118,7,2031,495,2938,2807.726864330638,364.02756686366826,0.0,35616.0,3
421,118,7,2031,495,2938,3311.3679260902677,290.96654009026025,0.0,30199.0,2
422,118,7,2031,495,2938,3253.1962653306873,295.5608299087902,0.0,30739.0,4
423,119,6,591,970,1713,4475.073838718339,199.93176183621242,0.0,22346.0,0
424,119,6,591,970,1713,4424.582983053847,206.3918918918919,0.0,22601.0,2
425,119,6,591,970,1713,200.40280964739125,160.15351681957188,32111.0,498995.0,4
426,119,6,591,970,1713,4259.488009541253,212.00521136076648,0.0,23477.0,1
427,119,6,591,970,1713,4463.8871529327735,200.7047372747138,0.0,22402.0,3
428,120,2,1551,1920,4163,5862.695667467901,143.6722113305172,0.0,17057.0,1
429,120,2,1551,1920,4163,5993.766482857828,143.6517912756937,0.0,16684.0,0
430,120,2,1551,1920,4163,49.261035210802746,1293.9919470808168,43126.0,2030002.0,3
431,120,2,1551,1920,4163,6024.096385542169,145.43429525399475,0.0,16600.0,2
432,121,3,711,614,2631,49.25681320240216,766.7773157441927,43189.0,2030176.0,0
433,122,6,1671,1564,181,64.61359133971112,1091.113494287562,40672.0,1547662.0,0
434,123,8,231,1089,3856,94.69813548841037,1138.3987318439872,36137.0,1055987.0,0
435,124,4,1191,139,1406,181.87340519757817,510.03485477178424,21038.0,549833.0,0
436,125,3,471,1801,3244,4259.669449650707,208.5570968193919,0.0,23476.0,0
437,125,3,471,1801,3244,5135.579293344289,166.2442238952014,0.0,19472.0,4
438,125,3,471,1801,3244,5357.9082726103725,165.99159478876905,0.0,18664.0,2
439,125,3,471,1801,3244,4737.091425864519,199.3630378837752,0.0,21110.0,1
440,125,3,471,1801,3244,5237.795935470354,167.48353995727774,0.0,19092.0,3
441,126,7,1431,851,794,3955.383276639506,196.9020039638846,0.0,25282.0,4
442,126,7,1431,851,794,4027.2240344730376,232.52799198798198,0.0,24831.0,0
443,126,7,1431,851,794,3845.414343395501,217.45629125825164,0.0,26005.0,2
444,126,7,1431,851,794,4386.3496797964735,203.52386746723585,0.0,22798.0,3
445,126,7,1431,851,794,4410.921441489127,212.4894356296445,0.0,22671.0,1
446,127,5,951,376,4469,3015.1359826328166,318.66117010619115,0.0,33166.0,3
447,127,5,951,376,4469,2829.0944068803574,343.41229472170056,0.0,35347.0,2
448,127,5,951,376,4469,2875.8771425284713,339.9171733440709,0.0,34772.0,0
449,127,5,951,376,4469,2941.2629783228917,327.375379029684,0.0,33999.0,4
450,127,5,951,376,4469,2981.4257177782415,322.53905280435566,0.0,33541.0,1
451,128,2,1911,1326,2019,49.67956679417755,1073.5630789589766,45339.0,2012900.0,1
452,128,2,1911,1326,2019,5968.011458582,141.59821142765685,0.0,16756.0,0
453,129,2,891,1623,1866,65.95027085776242,1341.1945999341456,44027.0,1516294.0,0
454,130,5,1851,673,4316,97.19873252852783,731.5965933135844,40901.0,1028820.0,0
455,131,7,411,198,641,196.55981020184726,197.8569680489463,27858.0,508751.0,0
456,132,3,1371,1148,3091,4713.868200245121,188.16181275179892,0.0,21214.0,3
457,132,3,1371,1148,3091,4751.496721467262,185.1473936968484,0.0,21046.0,2
458,132,3,1371,1148,3091,4722.550177095632,188.3995385655754,0.0,21175.0,0
459,132,3,1371,1148,3091,4499.842505512307,186.1286195420395,0.0,22223.0,4
460,132,3,1371,1148,3091,4557.054320087495,197.52567516165843,0.0,21944.0,1
461,133,4,171,911,2478,4159.21474025704,214.32784850668588,0.0,24043.0,0
462,133,4,171,911,2478,4087.3048311943103,210.91869934967482,0.0,24466.0,4
463,133,4,171,911,2478,4123.371268349002,224.2526875250702,0.0,24252.0,1
464,133,4,171,911,2478,4145.76510094938,218.21759351670724,0.0,24121.0,2
465,133,4,171,911,2478,4111.6730397598785,221.76137837460342,0.0,24321.0,3
466,134,8,1131,1861,4928,3368.2508673245984,274.39993601663565,0.0,29689.0,3
467,134,8,1131,1861,4928,3523.3598759777324,258.84292974588936,0.0,28382.0,4
468,134,8,1131,1861,4928,3300.5478909498975,276.5699946011877,0.0,30298.0,0
469,134,8,1131,1861,4928,3536.5681143018815,258.78566292493906,0.0,28276.0,1
470,134,8,1131,1861,4928,3471.619510501649,257.18459383753503,0.0,28805.0,2
471,135,6,651,1386,1253,4983.0576041459035,176.5412323788986,0.0,20068.0,0
472,135,6,651,1386,1253,4553.3193698206,191.50203975522936,0.0,21962.0,1
473,135,6,651,1386,1253,4867.838193058463,183.020810843229,0.0,20543.0,3
474,135,6,651,1386,1253,4844.491812808837,177.75468678097678,0.0,20642.0,2
475,135,6,651,1386,1253,4757.600266425615,175.18835848230282,0.0,21019.0,4
476,136,2,1611,436,3703,4543.182953977556,207.7758796379548,0.0,22011.0,0
477,136,2,1611,436,3703,67.18258412435227,226.3202115158637,45088.0,1488481.0,1
478,137,2,531,1267,4622,96.67767180830751,983.5730193141505,39879.0,1034365.0,0
