,param_index,SCONE_QUEUES,SCONE_SLOTS,SCONE_SSPINS,SCONE_SSLEEP,wiredTigerCacheSizeGB,throughput,latency,failed,time,param_iter
0,2,4,1390,1204,1301,54,8984.403076259614,109.899141,0.0,111304.0,2
1,2,4,1390,1204,1301,54,9277.470590418228,106.346867,0.0,107788.0,3
2,2,4,1390,1204,1301,54,580.7369551961439,193.62780230214756,87982.0,1721950.0,4
3,2,4,1390,1204,1301,54,4362.164331454695,227.501468,0.0,229244.0,1
4,2,4,1390,1204,1301,54,1447.1612484949524,597.7307373367424,73856.0,691008.0,0
5,3,3,190,967,4364,88,745.4764489080261,189.53758242232607,73370.0,1341424.0,0
6,5,5,670,1442,3139,20,1059.2715389626553,189.03670594174625,65056.0,944045.0,0
7,6,1,1630,492,689,65,1738.5196852583963,191.57453339415366,52948.0,575202.0,0
8,7,1,160,1531,3521,39,214.4108536489404,1310.3801607599562,742722.0,4663943.0,1
9,7,1,160,1531,3521,39,5540.964349435376,178.577731,0.0,180474.0,0
10,10,3,1600,1056,2296,16,226.6399382632808,1533.3353908453014,756016.0,4412285.0,0
11,11,4,880,818,2909,72,235.6531976725005,1852.823236314443,776023.0,4243524.0,0
12,12,7,1840,1768,459,27,264.52185294383725,1721.0758397171478,779390.0,3780406.0,0
13,14,2,1360,343,1684,95,295.3017201029894,1887.927410910159,788949.0,3386367.0,0
14,15,3,760,1174,153,78,320.5418953065294,1836.5634425248302,777791.0,3119717.0,0
15,18,4,1240,1649,3828,55,319.5914343103776,881.1392189779876,681315.0,3128995.0,1
16,19,4,520,462,765,22,365.1860805673531,894.9991915977699,689511.0,2738330.0,0
17,20,7,1480,1412,3215,67,498.9068949930702,422.06086092738155,422158.0,2004382.0,1
18,21,5,1000,1887,1990,89,1074.4727830671686,147.02995904956595,83282.0,930689.0,2
19,22,2,1960,937,4440,44,1827.6156378104433,145.622162456307,75653.0,547161.0,0
20,23,2,1060,284,4287,19,11283.625203105254,87.165679,0.0,88624.0,2
21,23,2,1060,284,4287,19,331.6381098617567,394.13440583818664,183034.0,3015335.0,7
